Titel;Duration;Band;Album;Genre;Year;Comment
Wiener Blut;03:32;Falco;Wiener Blut;Pop;1988;Mr. Metal +
Donar's Oak;04:49;Falkenbach;Ok Nefna Tysvar Ty;Pagan Metal;2003;Mr. Metal +
Asaland;04:07;Falkenbach;Tiurida;Pagan Metal;2011;Mr. Metal +
In Flames;07:53;Falkenbach;Tiurida;Pagan Metal;2011;Mr. Metal
Intro;01:38;Falkenbach;Tiurida;Pagan Metal;2011;Mr. Metal
Runes Shall You Know;06:00;Falkenbach;Tiurida;Pagan Metal;2011;Mr. Metal
Sunnavend;05:52;Falkenbach;Tiurida;Pagan Metal;2011;Mr. Metal
Tanfana;05:32;Falkenbach;Tiurida;Pagan Metal;2011;Mr. Metal
Time Between Dog and Wolf;06:02;Falkenbach;Tiurida;Pagan Metal;2011;Mr. Metal
Where His Ravens Fly;07:25;Falkenbach;Tiurida;Pagan Metal;2011;Mr. Metal +
Dreieinhalb Meter Lichtgestalt (feat. Marie Curry);04:31;Feine Sahne Fischfilet;Scheitern und Verstehen;Punk Rock;2012;Mr. Metal +
Geschichten aus Jarmen;02:48;Feine Sahne Fischfilet;Scheitern und Verstehen;Punk Rock;2012;Mr. Metal +
Komplett im Arsch;04:44;Feine Sahne Fischfilet;Scheitern und Verstehen;Punk Rock;2012;Mr. Metal +
Mit Dir;03:00;Feine Sahne Fischfilet;Scheitern und Verstehen;Punk Rock;2012;Mr. Metal +
Riot in My Heart;03:07;Feine Sahne Fischfilet;Scheitern und Verstehen;Punk Rock;2012;Mr. Metal +
An Tagen Wie Diesen;03:59;Fettes Brot;Top 100;Charts;2005;Mr. Metal +
Stay By My Side;04:19;Fiddler's Green;King Shepherd;Irish Folk;1995;Mr. Metal +
Blodsvept;04:29;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal
Ett folk foerbannat;03:23;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal +
Fanskapsfylld;02:57;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal
Haexbrygd;03:52;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal
Midvinterdraken;05:38;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal +
Mordminnen;03:24;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal +
Naer jaettar marschera;04:08;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal +
Roesets kung;03:16;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal +
Skogsdotter;04:54;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal +
Skoevlarens doed;03:45;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal
Två ormar;03:17;Finntroll;Blodsvept;Folk Metal;2013;Mr. Metal
Blodmarsch (Intro);02:12;Finntroll;Nifelvind;Folk Metal;2010;Mr. Metal
Den Frusna Munnen;04:05;Finntroll;Nifelvind;Folk Metal;2010;Mr. Metal
Foersterhochzeit;03:32;Finsterforst;Urwerk;Pagan Metal;2010;Mr. Metal +
Overnight Sensation;03:56;Firehouse;Bruetal Legend;Soundtrack;2010;Mr. Metal +
Devil's Dance Floor;03:51;Firkin;Firkinful Of Beer;Folk Punk;2009;Mr. Metal +
Felfoeldi románc;03:27;Firkin;Igyunk Pálinkát!;Folk Punk;2012;Mr. Metal +
Go Your Own Way;03:44;Fleetwood Mac;Rumours;Rock;1977;Mr. Metal +
Another Bag of Bricks;03:47;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
Cruel Mistress;03:00;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
Death Valley Queen;04:20;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
Drunken Lullabies;03:53;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
If I Ever Leave This World Alive;03:24;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal +
The Kilburn High Road;03:45;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal +
May the Living be Dead (In Our Wake);03:52;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
Rare Ould Times;04:08;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
Rebels of the Sacred Heart;05:14;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
The Son Never Shines (On Closed Doors);04:25;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
Swagger;02:08;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
What's Left of the Flag;03:41;Flogging Molly;Drunken Lullabies;Folk Punk;2002;Mr. Metal
Laura;04:16;Flogging Molly;Whiskey On A Sunday;Folk Punk;2006;Mr. Metal +
Warriors;04:20;Freedom Call;Eternity;Power Metal;2002;Mr. Metal +
Aus Traum Wird Wirklichkeit;04:22;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal
Der Staat Vergibt, Dein Gewissen Nicht;04:01;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal
Ebbe Und Flut;03:54;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Feinde Deiner Feinde;03:14;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Gutmenschen Und Moralapostel;03:24;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Hier Geboren Und Doch Verloren;03:31;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Krieger Des Lichts;03:01;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Mach Dich Auf;03:51;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Nennt Es Zufall, Nennt Es Plan;03:00;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Nur Dumme Sagen Ja Und Amen;03:39;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal
Oft Bekriegt, Nie Besiegt;03:23;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal
Steine Deiner Mauer;04:05;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal
Unendliches Leben;04:46;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal
Vorne Liegt Der Horizont;03:29;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Wer Nichts Weiss, Wird Alles Glauben;03:53;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Wer Weniger Schlaeft, Ist Laenger Wach;03:47;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Wir Gegen Alle;03:36;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal
Wir Gehen Wie Bomben Auf Euch Nieder;03:03;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Wir Reiten In Den Untergang;04:20;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Zieh Mit Den Goettern;04:21;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Zwischen Trauer, Liebe Und Schmerz;04:21;Frei.Wild;Feinde Deiner Feinde;Deutschrock;2012;Mr. Metal +
Allein Nach Vorne;03:44;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal +
Altes Neues Leben;04:17;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Auf Einen Neuanfang;03:13;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Die Gedanken Sie Sind Frei;04:03;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Die Hoelle Schenkte Uns Das Licht;03:16;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Die Welt Brennt;03:39;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Die Zeit Vergeht;04:10;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Hoch Hinaus;03:02;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Ich Bin Bereit;03:18;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Immer Nur Nach Vorne;03:44;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Mehr Als Tausend Worte;03:31;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal +
Nicht Dein Tag;04:36;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Schenkt Uns Dummheit Kein Niveau;03:36;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal +
Unser Wille Unser Weg;03:51;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Wahre Werte;04:39;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Weil Du Mich Nur Verarscht Hast;03:28;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal +
Zu Hoch Am Himmel;03:25;Frei.Wild;Gegengift;Deutschrock;2010;Mr. Metal
Arschtritt;03:55;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal +
Daheim;03:04;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal +
Das Land Der Vollidioten;03:46;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal +
Der Aufrechte Weg;04:32;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal +
Diesen Schuh Musst Du Dir Nicht Anziehen;04:09;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Eines Tages;04:00;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal +
Frei.Wild;02:45;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal +
Freiheit;03:23;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Gebt Mir Die Pappe Wieder;04:32;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Halt Deine Schnauze;04:28;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Ich Helf Dir Auf;03:12;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Immer Hoeher Hinaus;03:49;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal +
Irgendwer Steht Dir Zur Seite;03:40;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal +
Niemand;03:25;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Sueck Fuer Stueck;03:42;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Suedtirol;03:51;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Unterwegs;03:32;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal +
Wahr Oder Gelogen;02:45;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Weiter Immer Weiter;04:44;Frei.Wild;Hart Am Wind;Deutschrock;2009;Mr. Metal
Akzeptierter Faschist;03:28;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Allein, Ohne Dich, Bei Dir;04:09;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Alles Um Uns Ist Still;04:42;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Auge Um Auge, Zahn Um Zahn;03:18;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Die Band, Die Wahrheit Bringt;04:11;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Du Bist Sie (Die Einzige Fuer Mich);04:55;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Es Braucht Nicht Viel, Um Gluecklich Zu Sein;03:47;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Feste Fallen, Wie Sie Fallen, Aber Landen Tun Sie Hart;03:36;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Fuer Glaube, Fuer Liebe, Fuer Hoffung;04:01;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Hab Keine Angst;03:54;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Hoer, Was Dein Herz Dir Sagt;03:44;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Ich Bin Neu, Ich Fange An;03:58;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Ich Will Dich Irgendwann Verlieren;04:29;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Intro;01:35;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Lass Dich Gehen;03:29;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Luaa - Rock 'n' Opposition;03:55;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Morgen Wird Alles Besser;04:16;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Nichts Kommt Schlimmer Als Erwartet;04:47;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Sein Oder Nicht Sein;03:52;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Selig Oder Suender;03:39;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Unvergessen, Unvergaenglich, Lebenslaenglich;03:41;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Weil Ihr Gerne Kriege Fuehrt;04:11;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Wenn Die Erinnerung Erwacht;04:07;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Wie Ein Schuetzender Engel;04:10;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal +
Wir Brechen Eure Seelen;04:23;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Zusammen Und Vereint;04:07;Frei.Wild;Opposition;Deutschrock;2015;Mr. Metal
Zeig Grosse Eier Und Ihnen Den Arsch;03:53;Frei.Wild;Still;Deutschrock;2013;Mr. Metal
AIDS;03:51;Frei.Wild;Wo Die Sonne Wieder Lacht;Deutschrock;2003;Mr. Metal
Dein Zweites Leben;04:12;Frei.Wild;Wo Die Sonne Wieder Lacht;Deutschrock;2003;Mr. Metal
Frei.Wild;02:59;Frei.Wild;Wo Die Sonne Wieder Lacht;Deutschrock;2003;Mr. Metal
1860;03:20;Frei.Wild;Wo Die Sonne Wieder Lacht;Deutschrock;2003;Mr. Metal
Back Home;06:22;Fritz Kalkbrenner;Ways Over Water;Elektro;2014;Mr. Metal +
Smoke & Mirrors;02:42;The Generators;Between The Devil And The Deep Blue Sea (Re-issue);Punk Rock;2010;Mr. Metal +
Es Ist Nicht Alles Gold Was Glaenzt;04:37;Gerbenok;Auf Gedeih & Verderb!;Oi!;2009;Mr. Metal +
From The Pinnacle To The Pit;04:03;Ghost;From The Pinnacle To The Pit;Heavy Metal;2015;Mr. Metal
Crucified;05:12;Ghost;If You Have Ghost;Heavy Metal;2013;Mr. Metal
If You Have Ghosts;03:34;Ghost;If You Have Ghost;Heavy Metal;2013;Mr. Metal +
I'm A Marionette;04:51;Ghost;If You Have Ghost;Heavy Metal;2013;Mr. Metal
Secular Haze (Live);05:28;Ghost;If You Have Ghost;Heavy Metal;2013;Mr. Metal
Waiting For The Night;05:38;Ghost;If You Have Ghost;Heavy Metal;2013;Mr. Metal
Absolution;04:51;Ghost;Meliora;Heavy Metal;2015;Mr. Metal +
Cirice;06:02;Ghost;Meliora;Heavy Metal;2015;Mr. Metal +
Deus In Absentia;05:48;Ghost;Meliora;Heavy Metal;2015;Mr. Metal +
Devil Church;01:06;Ghost;Meliora;Heavy Metal;2015;Mr. Metal
From The Pinnacle To The Pit;04:03;Ghost;Meliora;Heavy Metal;2015;Mr. Metal
He Is;04:13;Ghost;Meliora;Heavy Metal;2015;Mr. Metal +
If You Have Ghosts (Live);04:14;Ghost;Meliora;Heavy Metal;2015;Mr. Metal
Majesty;05:24;Ghost;Meliora;Heavy Metal;2015;Mr. Metal
Mummy Dust;04:07;Ghost;Meliora;Heavy Metal;2015;Mr. Metal
Spirit;05:16;Ghost;Meliora;Heavy Metal;2015;Mr. Metal
Spoksonat;00:56;Ghost;Meliora;Heavy Metal;2015;Mr. Metal
Year Zero (Live);05:01;Ghost;Meliora;Heavy Metal;2015;Mr. Metal
Con Clavi Con Dio;03:34;Ghost;Opus Eponymous;Heavy Metal;2010;Mr. Metal
Death Knell;04:37;Ghost;Opus Eponymous;Heavy Metal;2010;Mr. Metal
Deus Culpa;01:34;Ghost;Opus Eponymous;Heavy Metal;2010;Mr. Metal
Elizabeth;04:01;Ghost;Opus Eponymous;Heavy Metal;2010;Mr. Metal
Genesis;04:03;Ghost;Opus Eponymous;Heavy Metal;2010;Mr. Metal
Prime Mover;03:53;Ghost;Opus Eponymous;Heavy Metal;2010;Mr. Metal
Ritual;04:29;Ghost;Opus Eponymous;Heavy Metal;2010;Mr. Metal
Satan Prayer;04:38;Ghost;Opus Eponymous;Heavy Metal;2010;Mr. Metal +
Stand by Him;03:56;Ghost;Opus Eponymous;Heavy Metal;2010;Mr. Metal +
Bomber;03:39;Girlschool;Bruetal Legend;Soundtrack;2010;Mr. Metal
Angus McFife;03:29;Gloryhammer;Tales From The Kingdom of Five;Power Metal;2013;Mr. Metal +
Der Osten rockt!!!;02:31;Goitsche Front;Musik Ist Mein Blut;Deutschrock;2014;Mr. Metal +
Radar Love;06:27;Golden Earring;Golden Earring Biggest Hits;Rock;2010;Mr. Metal +
Iris;04:51;The Goo Goo Dolls;Greatest Hits Volume One - The Singles;Alternative Rock;2007;Mr. Metal +
Basket Case;03:03;Green Day;Dookie;Punk Rock;1994;Mr. Metal +
American Idiot;02:57;Green Day;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Ich Muss Gar Nix;03:05;Grossstadtgefluester;Muss Laut Sein;Elektropop;2006;Mr. Metal +
Down Under;02:23;Guitar Tribute Players;Acoustic Beach Vibes;Acoustic;2014;Mr. Metal +
Estranged;09:24;Guns 'n' Roses;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
November Rain;08:58;Guns 'n' Roses;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Glory To The Brave;07:21;Hammerfall;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Any Means Necessary;03:35;Hammerfall;No Sacrifice, No Victory;Power Metal;2009;Mr. Metal +
Axel F;03:00;Harold Faltermeyer;Beverly Hills Cop;Pop;1984;Mr. Metal +
Top Gun;04:11;Harold Faltermeyer & Steve Stevens;Top Gun;Soundtrack;1986;Mr. Metal +
A-Moll;06:50;Hasenscheisse;A-Moll;Folk;2012;Mr. Metal +
Das Unbedingte Ding;04:15;Hasenscheisse;A-Moll;Folk;2012;Mr. Metal
Der Alte;05:29;Hasenscheisse;A-Moll;Folk;2012;Mr. Metal
Feuerwasser;03:55;Hasenscheisse;A-Moll;Folk;2012;Mr. Metal +
Finde Deine Mitte;04:37;Hasenscheisse;A-Moll;Folk;2012;Mr. Metal
Haette, Haette, Haette;03:58;Hasenscheisse;A-Moll;Folk;2012;Mr. Metal
Kein Bock & Keine Zeit;04:32;Hasenscheisse;A-Moll;Folk;2012;Mr. Metal +
Monika;02:41;Hasenscheisse;A-Moll;Folk;2012;Mr. Metal +
So Wie Der Strauss;03:09;Hasenscheisse;A-Moll;Folk;2012;Mr. Metal
Depressive Baeren;06:00;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal
Drei Reiter ;03:03;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal +
Eierkuchen flieg;07:44;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal
Himmel Und Hoelle;09:47;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal +
JAH;05:14;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal
Jaqueline;05:14;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal +
Orkenbraten;02:32;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal +
PS Happy End;11:06;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal
Schwein;03:41;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal +
Suesswasserboys;04:05;Hasenscheisse;Fuer ein Paar Koettel mehr;Folk Rock;2009;Mr. Metal +
Bernd Am Grill;05:20;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal +
Die Nackte Elfe;05:00;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal +
Die Waden Eines Barden;04:44;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal +
Faul Und Fett;04:14;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal +
Hasenscheisse;05:10;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal +
Heike;05:05;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal
Kruemelteeballade;11:33;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal
Lara;04:51;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal
Schoen Waer's;06:36;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal
Schoene Unbekannte;05:25;Hasenscheisse;Fuer Eine Handvoll Koettel;Folk Rock;2007;Mr. Metal
Destroy Everything;03:29;Hatebreed;Supremacy;Metalcore;2006;Mr. Metal +
Der Tag Den Ich Nie Vergesse;03:46;Haudegen;Schlicht & Ergreifend;Rock;2011;Mr. Metal +
Abysmal;04:51;The Haunted;rEVOLVEr;Thrash Metal;2004;Mr. Metal
All Against All;04:35;The Haunted;rEVOLVEr;Thrash Metal;2004;Mr. Metal
Burnt To A Shell;03:47;The Haunted;rEVOLVEr;Thrash Metal;2004;Mr. Metal
Liquid Burns;04:44;The Haunted;rEVOLVEr;Thrash Metal;2004;Mr. Metal
My Shadow;06:55;The Haunted;rEVOLVEr;Thrash Metal;2004;Mr. Metal
99;03:59;The Haunted;rEVOLVEr;Thrash Metal;2004;Mr. Metal +
Barracuda;04:23;Heart;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Barracuda;04:23;Heart;Old School Heavy Metal;Heavy Metal;2015;Mr. Metal +
Voice Of The Voiceless;04:53;Heaven Shall Burn;Antigone;Metalcore;2004;Mr. Metal +
The Weapon They Fear;04:38;Heaven Shall Burn;Antigone;Metalcore;2004;Mr. Metal +
Armia;05:50;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal
Biogenesis (Undo Creation);03:54;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal
Counterweight;04:20;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal +
Dying In Silence;04:20;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal
The Final March;04:06;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal
The Greatest Gift Of God;02:42;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal
Mybestfriend.com;04:52;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal
Of No Avail;04:57;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal
Profane Believers;03:36;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal
Stay The Course;03:56;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal +
Trespassing The Shores Of Our World;05:18;Heaven Shall Burn;Deaf To Our Prayers;Metalcore;2006;Mr. Metal
Black Tears;03:06;Heaven Shall Burn;The Final Resistance - Iconoclast I;Metalcore;2008;Mr. Metal +
Endzeit;04:18;Heaven Shall Burn;The Final Resistance - Iconoclast I;Metalcore;2008;Mr. Metal +
Remember The Fallen;05:55;Heaven Shall Burn;In Battle There's No Law;Metalcore;1998;Mr. Metal +
Given In Death;05:12;Heaven Shall Burn;Invictus - Iconoclast III;Metalcore;2010;Mr. Metal +
Godiva;04:20;Heaven Shall Burn;Veto;Metalcore;2013;Mr. Metal +
Valhalla;05:30;Heaven Shall Burn;Veto;Metalcore;2013;Mr. Metal +
Dagenraad;02:23;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal
Het Wilde Heer;05:49;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal
Hulde Aan De Kastelein;01:03;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal +
Hulde Aan De Kastelein;01:03;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal
Koning Radboud;03:40;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal
Naar De Hal Der Gevallenen;01:59;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal
Opstand Der Bataven;04:37;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal
Saksenland;05:38;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal +
Walhalla Wacht;04:11;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal
Wodan Heerst;08:05;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal
Zwaarden Geheven;04:09;Heidevolk;Walhalla Wacht;Pagan Metal;2008;Mr. Metal
Electric Eye;04:06;The Hellion;Bruetal Legend;Soundtrack;2010;Mr. Metal
Just A Little Sign;04:26;Helloween;Rabbit Don't Come Easy;Power Metal;2003;Mr. Metal +
I Want Out;04:39;Helloween;Unleash the Fury;Heavy Metal;2015;Mr. Metal +
The Power Of Love;03:55;Huey Lewis & The News;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Devil's Road;05:47;Hughes Turner Project;Unleash the Fury;Heavy Metal;2015;Mr. Metal +
Pure Evil;06:34;Iced Earth;Bruetal Legend;Soundtrack;2010;Mr. Metal
The Passenger;04:41;Iggy Pop;Essentiel;Godfather Of Punk;1977;Mr. Metal +
Ai Vis Lo Lop;03:50;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Alte Liebe;04:24;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Ave Maria - Blind;03:21;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Der Rattenfaenger - Grave Digger;04:14;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Die Gier - Silbermond;04:24;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Erdbeermund;04:07;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Herr Mannelig;04:48;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Hiemali Tempore;04:14;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Kein Sturm Haelt Uns Auf;03:15;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal +
Kuess Mich;04:10;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Liam;03:48;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Merseburger Zaubersprueche - Ougenweide;04:08;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Nur Ihr Allein - Randalica;04:30;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Omnia Sol Temperat;04:13;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Pavane;04:57;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
Rasend Herz;04:06;In Extremo;(K)ein Blick zurueck;Folk Metal;2006;Mr. Metal
